ISIN,FundName,Category,StarRating,Star_3Y,Rank_3Y,Star_5Y,Rank_5Y,Star_10Y,Rank_10Y,YearsUsed,MRAR2_3Y,MRAR2_5Y,MRAR2_10Y,MonthsAvailable
INF192K01GX4,JM_Arbitrage_Fund_Direct_-_Annual_Bonus_Option_-_Principal_Units,Hybrid_Scheme_-_Arbitrage_Fund,4,4,39,4.0,49.0,,,5y+3y,0.022708066130180837,0.009528132303199044,,119
INF192K01510,JM_Arbitrage_Fund_Regular_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,3,3,103,3.0,92.0,,,5y+3y,0.015534390786426933,0.004457144695837245,,117
INF754K01EC0,Edelweiss_Arbitrage_Fund_-_Direct_Plan_-_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,5,5,9,5.0,5.0,,,5y+3y,0.027205124873173947,0.01677700819897976,,114
INF192K01GJ3,JM_Arbitrage_Fund_Regular_-_Bonus_Option_-_Principal_Units,Hybrid_Scheme_-_Arbitrage_Fund,3,3,101,3.0,88.0,,,5y+3y,0.015588509635661607,0.00487109161575372,,115
INF200K01QU0,SBI_Arbitrage_Opportunities_Fund_-_Direct_Plan_-_Gr,Hybrid_Scheme_-_Arbitrage_Fund,5,5,15,5.0,9.0,,,5y+3y,0.026469084639255458,0.015994909509125188,,119
INF209K01VQ9,Aditya_Birla_Sun_Life_Arbitrage_Fund-DIRECT_-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,1,142,2.0,134.0,,,5y+3y,-0.03922596843077075,-0.04005473389090053,,97
INF179K01319,HDFC_ARBITRAGE_FUND_-_Retail_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,3,84,3.0,78.0,2.0,15.0,10y+5y+3y,0.01823527477092246,0.006514761155361093,0.005282399671175941,120
INF194K01649,BANDHAN_Arbitrage_Fund_-_Regular_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,71,3.0,72.0,3.0,11.0,10y+5y+3y,0.019220208209526746,0.007273414871282746,0.006986914953869716,120
INF740KA1DI4,DSP_Arbitrage_Fund_-_Regular_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,74,3.0,68.0,,,5y+3y,0.018908123836691493,0.00763877437561189,,93
INF223J012N9,PGIM_India_Arbitrage_Fund_-_Direct_Plan_-_Annual_Dividend,Hybrid_Scheme_-_Arbitrage_Fund,1,2,121,1.0,144.0,,,5y+3y,-0.01586209645620351,-0.044847659877359614,,63
INF769K01FS1,Mirae_Asset_Arbitrage_Fund_Direct_Growth,Hybrid_Scheme_-_Arbitrage_Fund,5,5,12,5.0,14.0,,,5y+3y,0.026627167569778898,0.01529267129458134,,64
INF754K01EF3,Edelweiss_Arbitrage_Fund-_Regular_Plan-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,4,3,61,4.0,48.0,,,5y+3y,0.019984303093708133,0.009544465442553385,,119
INF769K01FQ5,Mirae_Asset_Arbitrage_Fund_Regular_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,3,79,3.0,77.0,,,5y+3y,0.018495649621723897,0.006793472166322312,,65
INF192K01BM8,JM_Arbitrage_Fund_Direct-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,4,45,3.0,50.0,,,5y+3y,0.022439646152287107,0.009516554937148758,,114
INF192K01ID2,JM_Arbitrage_Fund_Direct_-_Half_Yearly_Bonus_Option_-_Principal_Units,Hybrid_Scheme_-_Arbitrage_Fund,3,3,85,3.0,101.0,,,5y+3y,0.017324733174414186,0.0027813086820753785,,108
INF767K01PO3,LIC_MF_Arbitrage_Fund-Regular_Plan-Monthly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,3,93,3.0,80.0,,,5y+3y,0.016228205439176246,0.005948712896056918,,79
INF917K01QO2,HSBC_Arbitrage_Fund_-_Regular_Quarterly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,1,1,150,1.0,140.0,,,5y+3y,-0.05108883324783553,-0.04206902003176316,,119
INF769K01FT9,Mirae_Asset_Arbitrage_Fund_Direct_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,4,4,18,4.0,26.0,,,5y+3y,0.026138072579591887,0.014002169398444675,,65
INF917K01QR5,HSBC_Arbitrage_Fund_-_Direct_Growth,Hybrid_Scheme_-_Arbitrage_Fund,4,4,29,4.0,24.0,,,5y+3y,0.025227658246411266,0.01427647077706018,,119
INF179KA1KT6,HDFC_ARBITRAGE_FUND_-_Wholesale_Growth_Option_-_Direct_Plan,Hybrid_Scheme_-_Arbitrage_Fund,4,4,27,4.0,22.0,,,5y+3y,0.025663967576927682,0.014442817468846902,,119
INF192K01IH3,JM_Arbitrage_Fund_Direct_-_Quarterly_Bonus_Option_-_Principal_Units,Hybrid_Scheme_-_Arbitrage_Fund,3,3,86,3.0,100.0,,,5y+3y,0.017301180866454713,0.0028398054484453095,,108
INF767K01PQ8,LIC_MF_Arbitrage_Fund-Direct_Plan-Weekly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,4,4,38,4.0,29.0,,,5y+3y,0.022746841555630892,0.012712867204722755,,81
INF917K01QL8,HSBC_Arbitrage_Fund_-_Regular_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,81,3.0,70.0,,,5y+3y,0.018399964626816923,0.007385270615228201,,118
INF205K01130,Invesco_India_Arbitrage_Fund_-_Regular_Plan_-_IDCW_Payout___Reinvestment,Hybrid_Scheme_-_Arbitrage_Fund,4,3,56,4.0,37.0,,,5y+3y,0.020732650648688455,0.01045490920934733,,111
INF277K010R6,TATA_Arbitrage_Fund_Regular_Plan_-_Monthly_Reinvestment_of_Income_Distribution_cum_capital_withdrawa,Hybrid_Scheme_-_Arbitrage_Fund,3,3,64,3.0,59.0,,,5y+3y,0.01958442841512409,0.008556043201672692,,78
INF223J014N5,PGIM_India_Arbitrage_Fund_-_Direct_Plan_-_Regular_Dividend,Hybrid_Scheme_-_Arbitrage_Fund,1,2,138,1.0,142.0,,,5y+3y,-0.03564573225668011,-0.0434579589741273,,114
INF174V01AA0,Mahindra_Manulife_Arbitrage_Fund_-_Direct_Plan_-Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,95,3.0,85.0,,,5y+3y,0.015661321162490305,0.00537092863451738,,63
INF179KA1KR0,HDFC_ARBITRAGE_FUND_-_Wholesale_Monthly_IDCW_-_Direct_Plan,Hybrid_Scheme_-_Arbitrage_Fund,2,2,128,2.0,124.0,,,5y+3y,-0.026135825505354093,-0.03411782351431014,,90
INF767K01PP0,LIC_MF_Arbitrage_Fund-Direct_Plan-Growth,Hybrid_Scheme_-_Arbitrage_Fund,4,4,36,4.0,33.0,,,5y+3y,0.022992236723332615,0.01187745519848904,,82
INF761K01EC5,BANK_OF_INDIA_Arbitrage_Fund_Regular_Plan_IDCW_Annual_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,2,107,2.0,102.0,,,5y+3y,0.013869604286707693,0.0020006652572770456,,84
INF277K016Q5,TATA_Arbitrage_Fund_Regular_Plan_-_Monthly_Payout_of_Income_Distribution_cum_capital_withdrawal_opti,Hybrid_Scheme_-_Arbitrage_Fund,3,3,64,3.0,59.0,,,5y+3y,0.01958442841512409,0.008556043201672692,,78
INF174V01986,Mahindra_Manulife_Arbitrage_Fund_-_Regular_Plan_-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,2,115,2.0,111.0,,,5y+3y,0.007918790113291996,-0.0015121871230454609,,61
INF846K01QC8,Axis_Arbitrage_Fund_-_Regular_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,73,3.0,67.0,3.0,10.0,10y+5y+3y,0.018914934460744215,0.007830474088094563,0.007416810300845178,120
INF789FB1RG6,UTI_Arbitrage_Fund_-_Direct_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,5,4,17,5.0,15.0,,,5y+3y,0.02628284079475196,0.015201903137358475,,117
INF192K01KT4,JM_Arbitrage_Fund_Regular_-_Half_Yearly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,3,97,3.0,93.0,,,5y+3y,0.01562905331697073,0.004439750938949549,,117
INF582M01EW9,Union_Arbitrage_Fund_-_Regular_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,3,3,83,3.0,76.0,,,5y+3y,0.01833884504092831,0.006861164184365887,,81
INF179K01343,HDFC_ARBITRAGE_FUND_-_Wholesale_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,3,57,3.0,66.0,2.0,12.0,10y+5y+3y,0.020403421942688738,0.008173377847662255,0.0067380728309509585,120
INF0J8L01057,NJ_Arbitrage_Fund_-_Regular_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,2,109,,,,,3y,0.013706546952981125,,,40
INF917K01QM6,HSBC_Arbitrage_Fund_-_Regular_Monthly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,1,1,140,1.0,136.0,,,5y+3y,-0.037062731696127615,-0.040804062349432346,,109
INF251K01PI0,BARODA_BNP_PARIBAS_ARBITRAGE_FUND_DIRECT_PLAN_QUARTERLY_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,2,134,2.0,130.0,,,5y+3y,-0.03445339143608506,-0.036089785491606685,,104
INF192K01KR8,JM_Arbitrage_Fund_Direct_-_Quarterly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,4,4,43,4.0,43.0,,,5y+3y,0.022527937939220033,0.010078635733429042,,116
INF761K01EJ0,BANK_OF_INDIA_Arbitrage_Fund_Direct_Plan_Annual_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,3,70,3.0,81.0,,,5y+3y,0.019323813635392817,0.005911912692630139,,87
INF109K015O6,ICICI_Prudential_Equity_Arbitrage_Fund_-_Direct_Plan_-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,2,118,2.0,115.0,,,5y+3y,-0.010662726846718984,-0.014356926767674194,,114
INF251K01OU8,BARODA_BNP_PARIBAS_ARBITRAGE_FUND_-DIRECT_PLAN_-_ADHOC_IDCW_OPTION,Hybrid_Scheme_-_Arbitrage_Fund,2,2,125,2.0,118.0,,,5y+3y,-0.021725076039050384,-0.026107957371392487,,97
INF277K015Q7,Tata_Arbitrage_Fund-Regular_Plan-Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,66,3.0,62.0,,,5y+3y,0.019562404239096498,0.0085116873940001,,82
INF754K01HX9,Edelweiss_Arbitrage_Fund_-_Monthly_Direct_Plan_-_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,5,5,11,5.0,4.0,,,5y+3y,0.027008648680325154,0.016790800331469402,,94
INF761K01DY1,BANK_OF_INDIA_Arbitrage_Fund_Regular_Plan_IDCW_Monthly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,2,106,2.0,106.0,,,5y+3y,0.013943657122117203,0.00030378871624381354,,85
INF109K01BF6,ICICI_Prudential_Equity_Arbitrage_Fund_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,60,3.0,53.0,,,5y+3y,0.020085916408079107,0.00938062902737391,,119
INF109K01BE9,ICICI_Prudential_Equity_Arbitrage_Fund_-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,2,123,2.0,119.0,,,5y+3y,-0.019669703904744984,-0.026869531944933245,,107
INF277K019Q9,TATA_Arbitrage_Fund_Direct_Plan_-_Monthly_Reinvestment_of_Income_Distribution_cum_capital_withdrawal,Hybrid_Scheme_-_Arbitrage_Fund,5,5,6,5.0,10.0,,,5y+3y,0.027502993973772538,0.015958782364782653,,82
INF205K01122,Invesco_India_Arbitrage_Fund_-_Regular_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,4,3,55,4.0,40.0,,,5y+3y,0.020862457049106498,0.010116909828152831,,119
INF761K01ED3,BANK_OF_INDIA_Arbitrage_Fund_Direct_Plan_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,63,3.0,79.0,,,5y+3y,0.019640397453347003,0.006177516663703253,,85
INF174K01310,Kotak_Arbitrage_Fund_-_Regular_Plan_-_IDCW_-_Payout_and_Re-investment_of_Income_Distribution_cum_cap,Hybrid_Scheme_-_Arbitrage_Fund,1,1,145,1.0,146.0,,,5y+3y,-0.0453412374005403,-0.04558219904482219,,87
INF204K01IY1,Nippon_India_Arbitrage_Fund_-_Growth_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,3,3,75,3.0,64.0,,,5y+3y,0.018724287159083364,0.008395827831086722,,119
INF179KA1KP4,HDFC_ARBITRAGE_FUND_-_Wholesale_IDCW_Option_-_Direct_Plan,Hybrid_Scheme_-_Arbitrage_Fund,2,2,127,2.0,122.0,,,5y+3y,-0.023864561549599372,-0.03242496793455707,,96
INF917K01QS3,HSBC_Arbitrage_Fund_-_Direct_Monthly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,1,1,144,1.0,145.0,,,5y+3y,-0.04332738575138806,-0.04494047020080183,,111
INF00XX01465,ITI_Arbitrage_Fund_-_Direct_Plan_-_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,4,4,32,4.0,45.0,,,5y+3y,0.024067056135172127,0.009880319954401307,,70
INF173K01NF7,Sundaram_Arbitrage_Fund_Formerly_Known_as_Prinicpal_Arbitrage_Fund_-_Direct_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,4,35,3.0,54.0,,,5y+3y,0.02356598473239324,0.00937230271549594,,114
INF204K01YB6,NIPPON_INDIA_ARBITRAGE_FUND_-_DIRECT_Plan_-_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,4,24,4.0,19.0,1.0,16.0,10y+5y+3y,0.02587580213113494,0.01475100433312071,-0.007818471562739404,120
INF00XX01432,ITI_Arbitrage_Fund_-_Regular_Plan_-_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,3,89,2.0,103.0,,,5y+3y,0.016668017842184524,0.0013935391893837856,,72
INF846K01PZ1,Axis_Arbitrage_Fund_-_Direct_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,4,4,22,4.0,17.0,,,5y+3y,0.025878457766189467,0.014970322924692914,,119
INF277K018Q1,TATA_Arbitrage_Fund_Direct_Plan_-_Monthly_Payout_of_Income_Distribution_cum_capital_withdrawal_optio,Hybrid_Scheme_-_Arbitrage_Fund,5,5,6,5.0,10.0,,,5y+3y,0.027502993973772538,0.015958782364782653,,82
INF223J014M7,PGIM_India_Arbitrage_Fund_-_Regular_Plan_-_Quarterly_Dividend,Hybrid_Scheme_-_Arbitrage_Fund,1,1,148,1.0,139.0,,,5y+3y,-0.048202004026364986,-0.04200968051316012,,61
INF251K01PE9,BARODA_BNP_PARIBAS_ARBITRAGE_FUND_DIRECT_PLAN_MONTHLY_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,2,133,2.0,126.0,,,5y+3y,-0.03418467254220203,-0.034818003055817726,,85
INF192K01502,JM_Arbitrage_Fund_Regular_-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,3,99,3.0,91.0,,,5y+3y,0.015603476054825594,0.004482278322201827,,112
INF194KA1YE0,BANDHAN_Arbitrage_Fund_-_Regular_Plan_-_Annual_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,1,1,143,2.0,129.0,1.0,17.0,10y+5y+3y,-0.0414606849559378,-0.03534274382139546,-0.04527813279251436,120
INF251K01PG4,BARODA_BNP_PARIBAS_ARBITRAGE_FUND_REGULAR_PLAN_QUARTERLY_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,1,139,2.0,133.0,,,5y+3y,-0.03705808455801651,-0.039442067095903366,,103
INF223J015N2,PGIM_India_Arbitrage_Fund_-_Direct_Plan_-_Quarterly_Dividend,Hybrid_Scheme_-_Arbitrage_Fund,1,1,149,1.0,138.0,,,5y+3y,-0.04824354398271913,-0.041425834159428576,,62
INF846K01QE4,Axis_Arbitrage_Fund_-_Regular_Plan_-_Monthly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,2,132,2.0,128.0,,,5y+3y,-0.03307706535607258,-0.034987649815082955,,100
INF789FB1RJ0,UTI_Arbitrage_Fund_-_Regular_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,3,3,54,3.0,58.0,3.0,9.0,10y+5y+3y,0.02087849630234584,0.008767091928587822,0.008437042425567975,120
INF174K01302,Kotak_Arbitrage_Fund_-_Regular_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,4,4,48,4.0,38.0,3.0,7.0,10y+5y+3y,0.021534415104566662,0.010238145778475483,0.009528002983581807,120
INF251K01OO1,BARODA_BNP_PARIBAS_ARBITRAGE_FUND-REGULAR_PLAN-_ADHOC_IDCW_OPTION,Hybrid_Scheme_-_Arbitrage_Fund,2,2,129,2.0,123.0,,,5y+3y,-0.02816998226744405,-0.033715974041482744,,103
INF174V01AB8,Mahindra_Manulife_Arbitrage_Fund_-_Direct_Plan_-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,3,95,3.0,86.0,,,5y+3y,0.015661321162490305,0.005370178750434551,,63
INF205K01KQ0,Invesco_India_Arbitrage_Fund_-_Direct_Plan_-_IDCW_Payout___Reinvestment,Hybrid_Scheme_-_Arbitrage_Fund,5,5,4,5.0,7.0,,,5y+3y,0.027569361212659516,0.016426385279222133,,117
INF179K01327,HDFC_ARBITRAGE_FUND_-_Retail_Quarterly_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,3,68,3.0,73.0,2.0,13.0,10y+5y+3y,0.01945086207008706,0.007216150752342498,0.005558942887780027,120
INF194K01Y86,BANDHAN_Arbitrage_Fund-Direct_Plan-Monthly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,1,1,154,1.0,150.0,,,5y+3y,-0.17169156159136945,-0.11892311962960178,,106
INF223J013N7,PGIM_India_Arbitrage_Fund_-_Direct_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,4,4,47,4.0,31.0,,,5y+3y,0.02231140313756952,0.012303236027171982,,118
INF192K01GL9,JM_Arbitrage_Fund_Direct_-_Bonus_Option_-_Principal_Units,Hybrid_Scheme_-_Arbitrage_Fund,4,4,41,4.0,44.0,,,5y+3y,0.02256404534873413,0.01006357608758246,,118
INF223J019N4,PGIM_India_Arbitrage_Fund_-_Regular_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,2,105,3.0,94.0,,,5y+3y,0.015205877020697978,0.004254448796685573,,119
INF767K01PL9,LIC_MF_Arbitrage_Fund-Regular_Plan-Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,92,3.0,84.0,,,5y+3y,0.016295747454239562,0.005428874729658917,,81
INF109K016O4,ICICI_Prudential_Equity_Arbitrage_Fund_-_Direct_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,4,4,20,4.0,25.0,4.0,4.0,10y+5y+3y,0.02600480300714425,0.014268556128640641,0.014070639077992109,120
INF223J016N0,PGIM_India_Arbitrage_Fund_-_Direct_Plan_-_Monthly_Dividend,Hybrid_Scheme_-_Arbitrage_Fund,2,2,124,2.0,127.0,,,5y+3y,-0.02156732132642658,-0.034881265934459504,,94
INF204K01XZ7,Nippon_India_Arbitrage_Fund_-_Direct_Plan_Growth_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,4,4,21,4.0,18.0,5.0,1.0,10y+5y+3y,0.025921845304422764,0.01482634992695897,0.01519049589041055,120
INF223J016M2,PGIM_India_Arbitrage_Fund_-_Regular_Plan_-_Annual_Dividend,Hybrid_Scheme_-_Arbitrage_Fund,1,1,151,1.0,148.0,,,5y+3y,-0.05216534323973643,-0.04622686153103317,,62
INF00XX01440,ITI_Arbitrage_Fund_-_Direct_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,4,4,32,4.0,45.0,,,5y+3y,0.024067056135172127,0.009880319954401307,,70
INF761K01EF8,BANK_OF_INDIA_Arbitrage_Fund_Direct_Plan_Monthly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,3,72,3.0,83.0,,,5y+3y,0.018983500869947934,0.005749815318328855,,86
INF192K01KZ1,JM_Arbitrage_Fund_Direct_-_Annual_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,4,4,44,4.0,42.0,,,5y+3y,0.022440970474653765,0.01009588281097984,,117
INF582M01EX7,Union_Arbitrage_Fund_-_Regular_Plan_-_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,3,3,82,3.0,75.0,,,5y+3y,0.01837182239230062,0.007075706537029269,,79
INF223J013M9,PGIM_India_Arbitrage_Fund_-_Regular_Plan_-_Regular_Dividend,Hybrid_Scheme_-_Arbitrage_Fund,1,1,141,1.0,147.0,,,5y+3y,-0.03750251520183934,-0.04569786104107043,,119
INF200K01156,SBI_Arbitrage_Opportunities_Fund_-_Regular_Plan_-_Gr,Hybrid_Scheme_-_Arbitrage_Fund,4,4,50,4.0,39.0,,,5y+3y,0.021192233066311905,0.01018329088131642,,119
INF209K01VP1,Aditya_Birla_Sun_Life_Arbitrage_Fund_-_Growth_-_Direct_Plan,Hybrid_Scheme_-_Arbitrage_Fund,4,5,10,4.0,16.0,4.0,3.0,10y+5y+3y,0.02701973472583097,0.015181360944107158,0.014318271657804305,120
INF205K01P68,Invesco_India_Arbitrage_Fund_-_Direct_Plan_-_Annual_Bonus,Hybrid_Scheme_-_Arbitrage_Fund,5,5,3,5.0,3.0,,,5y+3y,0.027588227491955664,0.016793595030821118,,118
INF192K01IB6,JM_Arbitrage_Fund_Regular_-_Half_Yearly_Bonus_Option_-_Principal_Units,Hybrid_Scheme_-_Arbitrage_Fund,2,2,112,2.0,109.0,,,5y+3y,0.01142052519882486,-0.0014692369540336703,,107
INF00XX01416,ITI_Arbitrage_Fund_-_Regular_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,3,89,2.0,103.0,,,5y+3y,0.016668017842184524,0.0013935391893837856,,72
INF209K01264,Aditya_BIRLA_SUN_LIFE_ARBITRAGE_FUND_-_REGULAR_PLAN_-_GROWTH,Hybrid_Scheme_-_Arbitrage_Fund,3,3,62,3.0,55.0,,,5y+3y,0.01986132050114442,0.009010013352934276,,119
INF173K01NA8,Sundaram_Arbitrage_Fund_Formerly_Known_as_Principal_Arbitrage_Fund-_Regular_Plan_-_Monthly_Income_Di,Hybrid_Scheme_-_Arbitrage_Fund,3,3,91,3.0,97.0,,,5y+3y,0.01659178142086981,0.003552004973455869,,110
INF205K01KR8,Invesco_India_Arbitrage_Fund_-_Direct_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,5,5,5,5.0,6.0,5.0,2.0,10y+5y+3y,0.027563685441331254,0.016770856130912115,0.01487752508572271,120
INF174K01LD4,Kotak_Arbitrage_Fund_-_Direct_Plan_-_IDCW_-Payout_and_Reinvestment_of_Income_Distribution_cum_capita,Hybrid_Scheme_-_Arbitrage_Fund,1,1,146,1.0,141.0,,,5y+3y,-0.04539785570051691,-0.04306355950866836,,92
INF917K01QU9,HSBC_Arbitrage_Fund_-_Direct_Quarterly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,1,1,152,1.0,143.0,,,5y+3y,-0.05261148296557916,-0.04371918609272041,,118
INF761K01EA9,BANK_OF_INDIA_Arbitrage_Fund_Regular_Plan_IDCW_Quarterly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,2,110,2.0,107.0,,,5y+3y,0.013639786960435218,0.00026479364957121554,,86
INF173K01NB6,Sundaram_Arbitrage_Fund_Formerly_Know_as_Principal_Arbitrage_Fund_-_Regular_Plan_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,88,3.0,98.0,,,5y+3y,0.01674994342920133,0.0032667593792070626,,115
INF740KA1DP9,DSP_Arbitrage_Fund_-_Direct_-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,2,2,119,2.0,114.0,,,5y+3y,-0.010829270500053001,-0.0076341714406558125,,93
INF251K01OT0,BARODA_BNP_PARIBAS_ARBITRAGE_FUND-DIRECT_PLAN-GROWTH_OPTION,Hybrid_Scheme_-_Arbitrage_Fund,4,5,16,4.0,20.0,,,5y+3y,0.02637461559259413,0.014602422384402347,,107
INF109K01BD1,ICICI_Prudential_Equity_-_Arbitrage_Fund-Institutional_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,2,114,,,,,3y,0.01110973368715329,,,52
INF582M01ET5,Union_Arbitrage_Fund_-_Direct_Plan_-_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,4,4,31,4.0,32.0,,,5y+3y,0.02424428937605616,0.012291389408833675,,81
INF209K01CI6,Aditya_Birla_Sun_Life_Arbitrage_Fund-Regular_-_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,1,1,147,1.0,137.0,,,5y+3y,-0.04596318782394959,-0.041071479427222446,,96
INF769K01FP7,Mirae_Asset_Arbitrage_Fund_Regular_Growth,Hybrid_Scheme_-_Arbitrage_Fund,3,3,78,3.0,69.0,,,5y+3y,0.018496108671803846,0.007391814689285736,,65
INF754K01HU5,Edelweiss_Arbitrage_Fund_-_Monthly_Regular_Plan_-_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,3,3,58,3.0,57.0,,,5y+3y,0.020219906676525623,0.008858160085695399,,94
INF251K01PC3,BARODA_BNP_PARIBAS_ARBITRAGE_FUND_REGULAR_PLAN_MONTHLY_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,2,2,137,2.0,135.0,,,5y+3y,-0.03537985849537284,-0.040197296849489916,,91
INF204KA1MW5,NIPPON_INDIA_ARBITRAGE_FUND_-_DIRECT_Plan_-_MONTHLY_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,5,4,23,5.0,12.0,,,5y+3y,0.02587742080549793,0.01571860325578145,,112
INF582M01ES7,Union_Arbitrage_Fund_-_Direct_Plan_-_Growth_Option,Hybrid_Scheme_-_Arbitrage_Fund,4,4,30,4.0,30.0,,,5y+3y,0.02424638576638216,0.012406957525572304,,80
INF194K01664,BANDHAN_Arbitrage_Fund_-_Regular_Plan_-_Monthly_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,1,1,153,1.0,149.0,,,5y+3y,-0.139099316910814,-0.10100911727695339,,104
INF740KA1DN4,DSP_Arbitrage_Fund_-_Direct_-_Growth,Hybrid_Scheme_-_Arbitrage_Fund,4,4,28,4.0,27.0,,,5y+3y,0.02543811622096026,0.013918222775144429,,94
INF204KA1MU9,NIPPON_INDIA_ARBITRAGE_FUND_-_MONTHLY_IDCW_Option,Hybrid_Scheme_-_Arbitrage_Fund,3,3,80,3.0,65.0,,,5y+3y,0.01846194164332271,0.00828097065073563,,108
INF192K01GV8,JM_Arbitrage_Fund_Regular_-_Annual_Bonus_Option_-_Principal_Units,Hybrid_Scheme_-_Arbitrage_Fund,2,2,111,2.0,108.0,,,5y+3y,0.011522712453356121,-0.0014661430795905872,,107
INF251K01ON3,BARODA_BNP_PARIBAS_ARBITRAGE_FUND-_REGULAR_PLAN-_GROWTH_OPTION,Hybrid_Scheme_-_Arbitrage_Fund,3,3,76,3.0,71.0,,,5y+3y,0.018691535343889454,0.007331886281891631,,107
INF740KA1DM6,DSP_Arbitrage_Fund_-_Regular_-_IDCW_-_Monthly,Hybrid_Scheme_-_Arbitrage_Fund,2,2,120,2.0,117.0,,,5y+3y,-0.013795514901037254,-0.017785195410561117,,86
INF192K01KX6,JM_Arbitrage_Fund_Regular_-_Annual_IDCW,Hybrid_Scheme_-_Arbitrage_Fund,3,3,100,3.0,96.0,,,5y+3y,0.01559995309659068,0.0038249844337787664,,117
